index,predicate
3934,currentAllowance>=subtractedValue
6297,isCollateralEnabled
7445,!lockedToken[_id].withdrawn
7848,b>0
9632,newOwner!=address(0)
4066,b!=0
5709,_value>0
1451,"_checkOnERC721Received(address(0),to,tokenId,_data)"
2692,fromTimestamp<=toTimestamp
3756,amount<=_limitTransferAmount
4351,isContract(target)
785,recipient==address(this)
6650,deadline<=block.timestamp||committer==address(0)
2968,TEAM_TOKEN_COUNT.add(_amount)<=TEAM_TOKEN_MAX
5661,bytes(_name).length>0
2093,msg.sender==owner
3962,_msgSender()==_taxWallet
6819,amount>0
2695,owner!=address(0)
8970,signer!=address(0)
5226,!sold
9404,!done
7522,_to!=address(0)
3755,amount>0
9209,"ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""representative"",_borrower)))"
6066,block.timestamp>=startTime
4888,spender!=address(0)
2916,_module!=address(0)
9627,total<=_maxTotal
3473,msg.sender==owner
660,balances[msg.sender]>=_value+lockAmounts[msg.sender]
4732,"condition(_from,_value)"
7361,allowance>=getMintPriceTrax()
5940,"from==_msgSender()||isApprovedForAll(from,_msgSender())||_isAuthorised[_msgSender()]"
5778,"hasRole(PAUSER_ROLE,_msgSender())"
8559,appCode.delegatecall(_initializePayload)
3762,os
6851,to!=address(0)
7540,amountForDevs_<=collectionSize_
9537,c>=a
9046,isContract(target)
6920,!paused
1246,z/_x==_y
2303,!shouldRevert
821,msg.sender==pool_address
1523,_isOwner(msg.sender)||isAdmin(msg.sender)
8987,earlyPassBalance-airdropBalance>=0
8245,newOwner!=address(0)
7196,recipient!=address(0)
2666,_SETTLED_
779,!margin.isPositionClosed(positionId)
461,newOwner!=address(0)
1605,approvals[whom]>approvals[hat]
3742,_limitTimestamp==0
9596,b>0
8612,c>=a
8290,b>0
4606,isContract(target)
167,_exists(tokenId)
2363,(getCurrentTime()<_getLiquidationExpiry(liquidation))&&(liquidation.state==Status.NotDisputed)
3389,_expiration.sub(block.timestamp)<=maxExpiration
2896,owner[_username]==address(0)
6983,c>=a
6806,b<=a
7935,!persistentAsset[key]
1880,_round<=totalTgeCount
4588,owner!=address(0)
6744,_timelock!=address(0)
4280,b<=a
665,allowance[src][msg.sender]>=wad
930,address(this).balance>=amount
1954,_to!=address(0)
1426,_msgSender()!=fundAddress
1243,state==UNLOCKED
7738,msg.sender==newOwner
2449,!isOwner[_owners[i]]&&_owners[i]!=0
4255,index<ERC721.balanceOf(owner)
7011,b!=0
9126,address(_regrewardContract)!=address(0)
5115,treasure[account].endMonth>monthCount.add(1)
6346,_tokenIdCounter.current()<50001
215,_count>0&&_count<=2
2119,!crowdsaleClosed
4334,"hasRole(PAUSER_ROLE,_msgSender())"
3597,status==Status.Funded||status==Status.Withdrawn
5680,"pricingPlan.payFee(CUSTOM_ERC20_CREATE_SERVICE_NAME,CREATE_AMOUNT,msg.sender)"
539,isActive()
9365,!isBlackListed[_to]
2613,IERC20(token).balanceOf(address(this))>=_locks[lockID].balance
7128,spender!=address(0)
7090,owner!=address(0)
6089,block.timestamp>startTime+battleDuration
5626,_fullRewardOf[loan]>0&&_fullRewardOf[loan]<type(uint256).max
4340,Smilesssvrs.ownerOf(_id)==msg.sender
6965,newAmount<=(totalSupply()*5)/1000
9683,isContract(target)
5003,"_checkOnERC721Received(from,to,tokenId,_data)"
9542,address(this).balance>=amount
7809,_initialized
8495,_owner==_msgSender()
5880,amount<=_maxTxAmount
9660,isOwner()
5792,c/a==b
6902,_to!=0x0
3160,spender!=address(0)
4118,"success&&(data.length==0||abi.decode(data,(bool)))"
9219,"ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""community"",_community)))"
5040,initialized==false
817,owner!=address(0)
8158,Address.isContract(_uniV2)
8032,tokenBlacklist[msg.sender]==false
2172,_to!=address(0)
6724,_logicContract!=logicContracts[_upgrade-1].logicContract
8952,rAmount<=_rTotal
2208,success
3661,_token!=0
3403,_value<=balances[msg.sender]
3858,spender!=address(0)
3239,candidate<=candidatesNumber
9410,rAmount<=_rTotal
6383,from!=address(0)
5936,owner!=operator
9461,c>=a
1096,msg.sender==self.vendingMachineAddress
5730,owner!=address(0)
3136,!frozenAccount[_from]
5312,!paused||msg.sender==founder
2537,msg.sender==owner_
6484,myAddress.balance>=amount*sellPrice
2873,spotPriceAfter>=spotPriceBefore
8179,msg.value==LEVEL_PRICE[_level]
2673,success
3586,initializing||isConstructor()||!initialized
7510,isSigner[_to]||isSigner[_from]
952,option.strike<=currentPrice
4137,reserveOut>minTokenOutAmount
573,_panicButton!=address(0)
2178,_amount<=allowed[_from][msg.sender]
2831,msg.sender==_controller
3695,_to!=address(0)
3683,balanceOf[_from]>=_value
4445,recipient!=address(0)
8371,b>0
3734,newOwner!=address(0)
3274,owner()==_msgSender()
2366,!hasMigrated[tokenHolder]
4946,bytes(symbol).length!=0
8534,reserveAmount>0
6743,_controller!=address(0)
3616,status>=Status.Withdrawn
9741,spender!=address(0)
8083,owner!=address(0)
5306,_value<=balanceOf(msg.sender)
3117,recipient!=address(0)
2441,isOwner[owner]
1629,amount!=0
3587,sender!=address(0)
5259,sent
722,operationState==OPERATION_STATE_OPERATIONAL||operationState==OPERATION_STATE_CLOSE_AND_CANCEL_LOAN_ONLY
8317,index<ERC721Enumerable.totalSupply()
7075,b!=0
130,success
5807,_newOwner!=address(0)
6071,teamId==1||teamId==2
7355,block.timestamp>=MINT_START_ETH
2302,!shouldRevert
5454,now>=startDate
2347,emergencyShutdownTimestamp!=0
6933,backer.weiReceived>0
9648,!revoked
8694,_records[tokenIn].bound
9821,sender!=address(0)
9117,stakers[msg.sender].activated==true
7267,token.withdraw()
589,msg.sender==grantee||msg.sender==operator
4328,owner!=address(0)
8480,sender!=address(0)
1267,proofVerified
8396,newOwner!=address(0)
1308,address(_token)!=token
604,_grantee!=address(0)
454,amount<=_balances[account]
6584,owner()==_msgSender()
6118,"checkClaimParams(_weiAmount,_tokenAddress,_tokenAmount,_expiration,_linkId,_linkdropSignerSignature,_receiver,_receiverSignature,_fee)"
9715,token0!=address(0)
7599,frozen
3096,_address!=address(0)
7435,"Token(_tokenAddress).transferFrom(msg.sender,this,_amount)"
3487,rAmount<=_rTotal
7256,amountOwed>0
6402,_dividendIndex<dividends.length
2940,_exists(tokenId)
2881,_records[tokenIn].bound
3401,_addressToRemove!=address(0)
3021,recipient!=address(0)
8828,_address==token||connectors[_address].isSet
520,!hasMemberSubmittedPublicKey(msg.sender)
3830,!_isExcluded[account]
9330,ERC721.ownerOf(tokenId)==from
4798,_addressNotNull(newOwner)
269,operator!=_msgSender()
4636,!paused
7562,now<start+period*1days
9366,addr!=address(0)
6303,amountScaled!=0
808,success
5296,beneficiary!=address(0)
2380,balances[_from]>=_value&&allowance>=_value
6240,success
5112,msg.sender==newOwner
2509,b>0
2254,lookup.isAvailable
8081,_isExcluded[account]
8999,_exists(tokenId)
3250,senderBalance>=amount
6656,msg.value>bids[highestBidder]
4081,sender!=address(0)
567,registryKeeper==msg.sender
6132,balanceOf[msg.sender]>=_value
4874,b<=a
960,destination!=address(this)
2216,newFixedOracleFeePerSecondPerPfc.isLessThan(1)
4646,c>=a
8440,spender!=address(0)
1358,c/a==b
437,isContract(target)
4291,bid>0
7786,hasSingleBitcoin
9665,value<=_balances[from]
9146,_isExcluded[account]
1424,balanceOf(_msgSender())==0
8799,"CollectionNotificationI(notificationContract).onAssetAdded(_tokenAddress,_tokenId,_tokenType)==CollectionNotificationI(notificationContract).onAssetAdded.selector"
447,value<=_balances[from]
7872,_royaltyAddress.length==_royalty.length
1870,IERC20(tos).balanceOf(address(this))>=_totalAllocatedAmount
825,c>=a
8798,batchcount==_values.length
7865,msg.sender==manager
5494,_owner!=address(0)
8086,to!=address(0)
4803,"_approved(newOwner,_tokenId)"
6478,_value<=allowance[_from][msg.sender]
1412,msg.value>=cost*count
9472,_submission<=maxSubmissionValue
5078,retval==ERC1155_BATCH_RECEIVED_VALUE
2202,"getState(requester,identifier,timestamp,ancillaryData)==State.Requested"
6058,teamId==1||teamId==2
4037,c/a==b
9338,_to!=address(0)
676,position.startTimestamp!=0
9443,c/a==b
9504,address(token).isContract()
2089,spender!=address(0)
8910,value<=uint256(type(int256).max)
6642,(msg.sender==_addr)||(msg.sender==address(minter))
7811,"appc.allowance(msg.sender,address(this))>=budget"
9817,address(this).balance>=value
9125,"IERC20(_token).transfer(to,_amt)"
8978,totalSupply()+mintBalance<=MAX_SUPPLY
1457,success
9867,storageContract==advStorageContract
4313,(_ref<playerNum.add(1))&&(playerId[_addr]==0)
5741,"_checkOnERC721Received(address(0),to,tokenId,_data)"
1211,rAmount<=_rTotal
9470,b!=0
7714,_to!=0x0
7881,b!=0
9676,b<=a
3190,isContract(target)
3218,_surveyEndBlock>0
4152,to!=address(0)
4171,a==0||c/a==b
7980,state==State.successful
7428,amount<=noticeLiquidity.amount
4155,to!=address(0)
1797,address(this).balance>=value
5565,_value<=balances[msg.sender]
7954,success
4079,owner!=address(0)
2600,_address==_msgSender()||authorized[_msgSender()]
1531,!_isController[_account]
4866,cnt>0&&cnt<=121
9790,!paused
9064,isReserveManager[msg.sender]
5085,_initialSupply<=_maxSupply
599,grantId!=0
405,ConnectorsInterface(indexContract.connectors(version)).isConnector(_targets)
271,"_isApprovedOrOwner(_msgSender(),tokenId)"
4460,_startTime>=now
3797,"hasRole(MINTER_ROLE,msg.sender)"
7640,b<=a
3268,senderBalance>=amount
6689,keccak256(abi.encodePacked(__version))!=keccak256(abi.encodePacked(_newVersion))
5793,b>0
4995,owner!=address(0)
5396,actualSrcAmount<=srcAmount
4407,_exists(tokenId)
5780,msg.sender==owner
9847,PreMintData[_seriesID].amount_of_tokens_left>=1
9091,_balance[address(this)]>=amt
164,signer!=address(0)
9156,account!=address(0)
2621,_vaultFactorySet.add(factory)
6304,reward>0
2481,balances[msg.sender]>=_value
2434,owner!=address(0)
6441,!paused
1703,newPotentialOwner!=address(0)
8344,c/a==b
6991,(z=x-y)<=x
6024,spender!=address(0)
8255,isOwner()
4361,"MerkleProof.verify(merkleProof,root,keccak256(abi.encodePacked(msg.sender)))"
1945,amount<=_maxTxAmount
3171,_isAdmin[msg.sender]
3405,_value<=balances[_from]
9376,dividends.notZero()
3527,recoveredAddress!=address(0)&&recoveredAddress==owner
7193,owner!=address(0)
2309,h<d
3788,referrer!=msg.sender
7388,n<=1000
6943,balances[_member]>=_value
2905,_initialOwner!=address(0)
4977,c>=a
8717,poolAmountOut>=minPoolAmountOut
7004,ids[id]==false
5004,_exists(tokenId)
3522,!paused()
4713,"transfer(_to,_value)"
5612,"IERC20(_YLD).transfer(msg.sender,_balanceOf[msg.sender])"
4976,_value<=balances[msg.sender]
9678,b>0
3818,address(this).balance>=amount
6817,from!=address(0)
4753,treasury!=address(0)
5858,b<=a
2763,!Address.isContract(account)
4652,sender!=address(0)
1727,b>0
7058,isContract(target)
3153,success
8835,totalConnectorWeight-connector.weight+_weight<=MAX_WEIGHT
7304,m.length==128
1447,"_isApprovedOrOwner(_msgSender(),tokenId)"
9499,c>=a
6283,vars.amountOfCollateralNeededETH<=vars.userCollateralBalanceETH
4270,reservedAmount>0
1850,_mintAmount>0
2720,account!=address(0)
5440,c>=a
446,spender!=address(0)
6686,__implementation!=_newImplementation&&_newImplementation!=address(0)
99,_vaultFactorySet.remove(factory)
8836,_fromToken!=_toToken
3327,initializer.initialize.selector==_INITIALIZE_SELECTOR
7639,_value<=balances[msg.sender]
2691,fromTimestamp<=toTimestamp
9447,(b>=0&&c>=a)||(b<0&&c<a)
8913,"isAuthorized(msg.sender,msg.sig)"
3101,z/_x==_y
6485,msg.sender==address(getVault())
4424,msg.sender==pendingAdmin&&msg.sender!=address(0)
2140,address(this).balance>=amount
730,openTx.owedToken!=address(0)
443,success
4723,address(token).isContract()
343,_amount<=balances[_from]
10,success
7217,b>0
3949,b<=a
6589,supply+_mintAmount<=maxSupply
1752,initialized==false
1952,msg.sender==operator
6833,address(this).balance>=value
1374,spender!=address(0)
5961,_tokenTypes[i]>=0
6385,amount>0
9565,recipient!=address(0)
3265,currentAllowance>=subtractedValue
9416,!bots[from]&&!bots[to]
1307,success
9722,b<=a
8468,_StakingRewardsAddr!=address(0)
8386,account!=address(0)
386,v[0]==27||v[0]==28
838,msg.sender==owner
2828,msg.sender==_controller
7389,sender!=address(0)
7486,balanceOf[_to]+_value>=balanceOf[_to]
7070,custodian!=address(0)
8493,c/a==b
2977,_to!=address(0)
1466,balanceOf(msg.sender)>=_tokens
1897,newOwner!=address(0)
385,requiredCosigner==cosigner||requiredCosigner==msg.sender
5899,isMinter[msg.sender]
8590,maxBurnThreshold>=_value
8734,_to!=address(0)
4709,isContract(target)
9406,b<=a
8291,value==0
186,_names.length==_supplys.length
9856,_value<=allowance[_from][msg.sender]
4566,breedingEnable
478,_exists(tokenId)
8716,tokenAmountIn<=(_records[tokenIn].balance).bmul(MAX_IN_RATIO)
1639,success
6899,account!=address(0)
289,mintQty==1
1139,_initialCollateralizedPercent>_undercollateralizedThresholdPercent
7798,tbtcDepositToken.exists(uint256(msg.sender))
4192,_msgSender()==_teamAddress
9933,b<=a
8097,amount>=0
1927,_taxAmount<MAX_TAX_VALUE
1855,msg.value>=cost*_mintAmount
61,!_lockedERC721s[token].contains(tokenId)
5841,0<_subtractedValue
7630,_amount>0
6719,keccak256(abi.encodePacked(_version))!=keccak256(abi.encodePacked(logicContracts[latestUpgrade].version))
4622,"_isApprovedOrOwner(_msgSender(),tokenId)"
9656,b!=0
3708,isContract(target)
7793,_ethBackedFactory!=address(0)
7886,!_isExcluded[sender]
4197,c/a==b
3082,"hasRole(BURNER_ROLE,msg.sender)"
7068,to==from
2844,!_finalized
4332,frozenList[targetAddress]!=false
8423,newOperator!=address(0)
9842,_token.balanceOf(address(this))>=_amount
7807,tbtcDepositToken.exists(uint256(_depositAddress))
5509,isContract(target)
6129,"checkClaimParamsERC721(_weiAmount,_nftAddress,_tokenId,_expiration,_linkId,_linkdropSignerSignature,_receiver,_receiverSignature,_fee)"
3856,account!=address(0)
6733,recipient!=address(0)
3000,msg.value>=MIN
7726,_value<=allowance[_from][msg.sender]
1334,success
3520,owner!=address(0)
116,isValidAddress(recipient)
8472,_SeedInvestmentAddr!=address(0)
200,msg.sender==owner
502,newOwner!=address(0)
3390,_expiration%_expirationIncrement==_baseExpiration
8252,account!=address(0)
6498,query.secs!=0
8444,account!=0
4832,"success&&(data.length==0||abi.decode(data,(bool)))"
7780,allowNewDeposits==false
8923,_amount>0
2757,user.amount>=_amount
63,b<=a
3922,state==State.Active
5736,operator!=_msgSender()
341,_amount<=balances[msg.sender]
3262,instance!=address(0)
506,balanceOf[_to]+_value>=balanceOf[_to]
504,_value>0
8254,spender!=address(0)
5941,"from==_msgSender()||isApprovedForAll(from,_msgSender())||_isAuthorised[_msgSender()]"
9925,to!=address(0)
4748,amount0Out>0||amount1Out>0
9180,newOwner!=address(0)
5484,blacklist[_address]==false
2527,bytes(_uri).length>0
4567,!isGold[NFTOne]&&!isGold[NFTTwo]&&!isGold[NFTThree]
79,_exists(tokenId)
382,requiredCosigner==signer||requiredCosigner==msg.sender
3536,weiAmount>=0
6901,spender!=address(0)
5038,account_!=address(0)
1208,c/a==b
6059,teamId==1||teamId==2
3032,genArtCoreContract.isWhitelisted(msg.sender)
3739,owner!=address(0)
5566,numTokens<=balances[msg.sender]
768,position.callTimeLimit==CALL_TIMELIMIT
5740,_exists(tokenId)
709,transaction.lenderAmount<=totalOwedToken
8469,_LiquidityPoolAddr!=address(0)
3636,ableToClaim
4959,supply+_mintAmount<=maxSupply
77,"_isApprovedOrOwner(_msgSender(),tokenId)"
9923,b!=0
7218,address(this).balance>=amount
8191,msg.sender==newOwner
6608,account!=address(0)
830,recipient!=address(0)
7767,"""could not identify output funding the required public key hash"""
7916,addresses.length==tokens.length
7095,newLockupPeriod<=lockupPeriod
4286,_avatar!=Avatar(0)
2200,"getState(msg.sender,identifier,timestamp,ancillaryData)==State.Requested"
6416,initialized==false
8350,_vestingNonces[msg.sender]>0
5672,"pricingPlan.payFee(TIMELOCK_SERVICE_NAME,_amount,msg.sender)"
9250,ethicHubTeamFeeReclaimed==false
3277,(b==0)||(c/b==a)
7027,"wrapCheck(_tokenId,_version)"
9213,_totalLendingAmount>0
5451,_recipients.length<230
1975,rAmount<=_rTotal
1656,_amount>0
9723,c/a==b
7837,"valueToken.transferFrom(msg.sender,address(this),_stake)"
7117,balanceOf[_to]+_value>=balanceOf[_to]
1673,msg.sender==owner
4795,"_owns(msg.sender,_tokenId)"
9538,b<=a
9139,isContract(target)
1631,_vaultData.stakes.length!=0
5263,msg.value>=buyPrice
1494,account!=address(0)
748,parameters[0]!=0
3984,sender!=address(0)
9115,staker!=address(0)
9767,account!=address(0)
1831,balances[_addr]!=0
2954,_exists(tokenId)
7348,b>0
6334,b>0
6113,address(this).balance>=_weiAmount.add(_fee)
3040,ERC20(genArtCoreContract.projectIdToCurrencyAddress(_projectId)).balanceOf(msg.sender)>=genArtCoreContract.projectIdToPricePerTokenInWei(_projectId)
5989,msg.sender==owner
931,success
1059,rAmount<=_rTotal
4347,success
3448,_crowdsaleWeek1[1]<_crowdsaleWeek2[0]
8699,tokenAmountOut>=minAmountOut
6141,!users[msg.sender].isExist
5913,address(this).balance>=amount
4956,!paused
3993,_masterCopy!=0
695,transaction.owner==transaction.loanOffering.positionOwner
5275,!FraktalNFT(_tokenAddress).sold()
7689,tokensOwed>0
6123,_expiration>=now
6211,account!=address(0)
4191,_msgSender()==_teamAddress
1294,_msgSender()!=address(0)
8043,c/a==b
1405,msg.sender==author
5643,msg.sender==serviceProvider
7385,msg.value>=1000000000000000
7165,totalAmountIn<=maxTotalAmountIn
1282,success
9107,"IERC20(fETH).transfer(msg.sender,owing)"
1961,_value>0
1574,self.available>=_amount
5818,account!=address(0)
27,b!=0
7461,owner!=address(0)
8222,sender!=address(0)
7867,_tokenIdList.length==_ipfsHashList.length
9997,c/a==b
8330,isContract(target)
5568,numTokens<=allowed[owner][msg.sender]
9646,allocations[i]>0
387,v[1]==27||v[1]==28
9887,addressOwnsDrop[msg.sender][_dropId]==false
8263,c>=a
7911,amount<=_maxTxAmount||isTxLimitExempt[sender]
1726,b>0
3418,from!=address(0)
2597,_min>0
2601,_newAllocMul>=1&&_newAllocMul<=100
8349,block.timestamp<=deadline
2951,!_exists(tokenId)
4843,currentPrice>=lastPrice.mul(uint256(100).sub(ILinkswapFactory(factory).maxSlippagePercent()))/100&&currentPrice<=lastPrice.mul(uint256(100).add(ILinkswapFactory(factory).maxSlippagePercent()))/100
5277,_reservePrice>0
8162,"allowedSlippage>=UniswapV2Library.calculateSlippage(wethAmountIn,wethReserve,pntReserve)"
1186,_d.inAwaitingBTCFundingProof()
7967,b<=a
3447,_presale[1]<_crowdsaleWeek1[0]
8284,isUserExists(msg.sender)
2859,_records[tokenOut].bound
9359,!paused
6393,duration>0
5122,balanceOf(msg.sender)>=amount
192,collection<collections.length
2150,_isExcluded[account]
4032,balanceOf[msg.sender]>=_value
7171,"_token.transfer(_to,_amount)"
4327,accountBalance>=amount
8180,users[_user].levelExpired[l]>=now
5754,hasClaimed_priv3[user]==false
5157,candidateContract.supportsInterface(InterfaceSignature_ERC721)
2222,time<=blockTime
5500,c>=a
8966,msg.sender==_from||msg.sender==owner
2886,_records[tokenOut].bound
3546,address(token).isContract()
8250,!useinmanage[sender]
9670,account!=0
4019,address(this).balance>=amount
5881,cooldown[to]<block.timestamp
4209,isMintable()
4509,spender!=address(0)
1206,c>=a
3781,rewardUpdater==_msgSender()
2175,!frozenAccount[_to]
6017,success
6725,_logicContract!=address(0)
8459,!isStartTimeSet||startTime>block.timestamp
4123,to!=address(0)
8857,balanceOf[msg.sender]>=_value
761,loanOffering.expirationTimestamp==MathHelpers.maxUint256()
113,"isValidVault(vault,vaultFactory)"
3820,address(this).balance>=value
5850,_to!=address(0)
1816,account!=address(0)
8883,sSBlock<=block.number&&block.number<=sEBlock
6216,c>=a
2680,newTimestamp>=timestamp
2661,!_ENTERED_
3951,b>0
3544,success
1502,msg.sender==owner
2457,!devices[_device].exists
8473,_PrivateSaleAddr!=address(0)
223,totalSupply()+_count<=5000
5735,_exists(tokenId)
8487,_to!=address(0)
8088,amount<=_maxTxAmount
9181,c/a==b
6479,_to!=0x0
4598,"_checkOnERC721Received(address(0),to,tokenId,_data)"
974,_value<=balances[msg.sender]
1965,_unFrozenTime>now
9948,allowIssua
5824,c>=a
2656,success
7466,accounts.length==amounts.length
2326,params.tokenScaling.isGreaterThan(minScaling)&&params.tokenScaling.isLessThan(maxScaling)
1248,((contentType-1)&contentType)==0
5138,ERC20.totalSupply()+amount<=cap()
8724,"success&&(data.length==0||abi.decode(data,(bool)))"
1325,"verifier.verifyProof(_proof,[uint256(_root),uint256(_nullifierHash),uint256(_recipient),uint256(address(0)),0,0])"
9096,_scm!=0
9873,b<=a
9658,"token.transferFrom(from,to,value)"
1777,msg.value==mintPrice*quantity
753,loanOffering.positionOwner==address(0)
5339,success
3208,msg.sender==_proxy
4745,balance0<=uint112(int112(-1))&&balance1<=uint112(int112(-1))
4357,_mintAmount>0&&_numberMinted(msg.sender)+_mintAmount<=maxMintAmountWhitelist
884,account!=address(0)
4207,isPausable()
1800,newOwner!=address(0)
4987,amount>0
1118,_txOutputVector.validateVout()
5857,b>0
2425,success
3564,"_isApprovedOrOwner(_msgSender(),tokenId)"
176,"_checkOnERC721Received(address(0),to,tokenId,_data)"
6525,(b>=0&&c>=a)||(b<0&&c<a)
93,owner()==msg.sender
8208,os
9450,k<=hi
9277,balances[owner]>=_icoSupply
1922,totalSupply()+amount<=MAX_SUPPLY
1304,success
6294,assets.length==amounts.length
2703,Address.isContract(newImplementation)
6183,msg.sender==questionSender
3414,!nonces[_signature]
5598,!isWhitelisted(token)
2818,_records[token].bound
5201,_to!=address(this)
5060,isWhitelistAdmin(_msgSender())
2891,"tokenAmountOut<=bmul(_records[tokenOut].balance,MAX_OUT_RATIO)"
5801,_to!=address(0)
9040,newOwner!=address(0)
2690,fromTimestamp<=toTimestamp
742,"MarginCommon.containsPositionImpl(state,positionId)"
6229,sender!=address(0)
7115,_to!=address(0x0)
1069,pair!=address(0)
6429,msg.sender==owner
6766,_to!=address(0)
8542,recipient!=address(0)
6114,IERC20(_tokenAddress).balanceOf(linkdropMaster)>=_tokenAmount
7069,amount!=uint256(0)
2220,registry.isContractRegistered(msg.sender)
109,lmRewards[lmToken].startedAt!=0
6186,b<=a
8669,balance>=decimal/MIN_BALANCE
2426,address(this).balance>=value
1131,pausedTimestamp!=0
9866,sig.length==65
2771,address(this).balance>=value
4427,msg.sender==admin
233,tokenCreatorPaymentAddress!=address(0)
820,msg.sender==pool_address
4040,address(token).isContract()
4790,balances[msg.sender]>=_value
3147,c>=a
4589,_exists(tokenId)
3271,accountBalance>=amount
4093,spender!=address(0)
8747,_untilTime==0||_untilTime>now
1203,msg.sender==address(tbtcToken)
1241,_address!=address(0)
7392,account!=address(0)
3478,b<=a
655,ok
44,account!=address(0)
5788,address(this).balance>=value
6529,b!=0
2184,burnable
9960,isContract(target)
7794,ethBtcActive
3276,c!=MIN_INT256||(a&MIN_INT256)!=(b&MIN_INT256)
6575,!_exists(tokenId)
6374,newholders.length==amounts.length
5575,tokens.length==thresholds.length
3453,_weiAmount!=0
4474,now>advisorTimeLock
6442,paused
7494,success
7451,initializing||isConstructor()||!initialized
2866,"spotPriceBefore<=bdiv(tokenAmountIn,tokenAmountOut)"
6504,aInflated/a==ONE
7505,block.number<signatureValidUntilBlock
4435,c>=a
6110,isClaimedLink(_linkId)==false
3148,b<=a
7748,b<=a
1224,b<=a
1367,_previousOwner==msg.sender
1583,_assets.length!=0
7922,sender!=address(0)
6788,amount>0
1121,_d.inEndState()
3436,whitelist[_beneficiary]
6664,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
4307,(adminId[msg.sender]!=0)||(gameId[msg.sender]!=0)
4665,isContract(target)
2229,voteTiming.computeCurrentPhase(blockTime)==Phase.Reveal
1601,y==0||(z=x*y)/y==x
1008,msg.sender==_owner
9577,msg.value>0
6637,msg.sender==recipient
1511,b>0
2444,!confirmations[transactionId][owner]
2552,c>=a
4556,saleEnableBatchOne
740,newLender!=originalLender
389,cosigner!=address(0)
2814,dataTokenAaddress!=address(0)
6122,isCanceledLink(_linkId)==false
4940,msg.sender==owner
9482,oracles[_oracle].admin==msg.sender
150,address(this).balance>=value
6503,b!=0
9423,newOwner!=address(0)
8109,sendValue>=txFee
1560,!submittedWhitelistAddition&&!submittedWhitelistRemoval
4728,account!=address(0)
8276,"(value==0)||(token.allowance(address(this),spender)==0)"
6971,from!=address(0)
581,extraData.length==64
489,to!=address(0)
9160,b<=a
2867,_records[tokenIn].bound
6061,startTime==0
5805,_value<=allowed[_from][msg.sender]
4425,isListed==true
3971,msg.sender==admin||msg.sender==owner
7055,success
6750,msg.sender==timelock
475,owner!=address(0)
8995,owner!=address(0)
4833,balance0<=uint112(-1)&&balance1<=uint112(-1)
6189,msg.sender==owner
5885,success
5410,quantityFactor!=0
3702,balanceOf[_to]+_value>=balanceOf[_to]
7750,b>0
5959,_tokenTypes.length==_increments.length
5347,"hasPermission(msg.sender,address(this),_role,ConversionHelpers.dangerouslyCastUintArrayToBytes(_params))"
6916,newOwner!=address(0)
9037,_to!=address(0)
1432,_msgSender()!=fundAddress
3291,msg.sender!=_marketingWalletAddress
3578,goonsPrice.mul(numGoons)<=msg.value
5488,paused
5282,"FraktalNFT(tokenAddress).lockedToTotal(fraktionsIndex,_msgSender())>FraktalNFT(tokenAddress).majority()"
813,sender!=address(0)
5595,tokens.length==feeds.length
3626,balanceRemaining>0
2945,"_isApprovedOrOwner(_msgSender(),tokenId)"
1610,linkRequests[cold]==msg.sender
8601,balanceOf[_to]+_value>=balanceOf[_to]
1029,msg.value>=total
9752,amount<=_allowed[account][msg.sender]
659,split*2>=split
8024,!safeguard
5062,b>0
5090,c>=a
9910,amount<=allowed[from][msg.sender]
6370,_owner==_msgSender()
3864,paused
1364,isContract(target)
4524,owner!=address(0)
7062,stakingFee.add(delegateFee)<=10_000
566,governance==msg.sender
7802,tbtcToken.balanceOf(msg.sender)>=depositValue
8902,value<=type(uint16).max
4545,EARLYSALE_MINTED+_count<=EARLYSALE_NFT
7560,newOwner!=address(0)
8134,msg.sender==address(this)
8048,address(this).balance>=value
8107,_receiverAddress.send(msg.value)
9689,!_isExcluded[account]
8316,index<ERC721.balanceOf(owner)
7190,recipient!=address(0)
5578,"_isValidPairing(lendingToken,collateralToken)"
2275,collateralAmount.isGreaterThan(0)
6447,_to!=address(0)
2841,_totalWeight<=MAX_TOTAL_WEIGHT
8221,msg.sender==_owner
7570,address(this).balance>=amount
2660,msg.sender==_NEW_OWNER_
6828,c/a==b
4268,_mintAmount<=reserved
3485,isContract(target)
7329,owner!=address(0)
7982,"tokenReward.transfer(beneficiary,remanent)"
9566,senderBalance>=amount
738,"MarginCommon.containsPositionImpl(state,positionId)"
3342,!isGift||permissions>=FurLib.PERMISSION_ADMIN
1174,_d.tbtcSystem.getAllowNewDeposits()
936,owner!=address(0)
8289,b>0
9236,state==LendingState.ExchangingToFiat
3452,saleRoundsSet
5739,"_checkOnERC721Received(from,to,tokenId,_data)"
1499,b<=a
5390,rateResult.rate>=tradeInput.minConversionRate
311,_isExcluded[account]
9778,recipient!=address(0)
9746,addedValue>0
1815,recipient!=address(0)
3306,set._values.length>index
7558,(_value==0)||(allowed[msg.sender][_spender]==0)
209,isContract(target)
8452,bytes(_symbol).length>0
9951,value==0
5933,from!=address(0)
9310,MAX_GIVEAWAY-_qty>=0
5888,AddressUtils.isContract(newImplementation)
856,currentAllowance>=amount
